文件名,歌名,语种,总歌手,歌手1,歌手2,歌手3,歌手4,性别1,性别2,性别3,性别4,原唱,伴奏,版本
54597Y,你的生日,国语,郑智化,郑智化,,,,男,,,,L,R,1
54703,倩女幽魂,国语,张国荣,张国荣,,,,男,,,,L,R,6
54762,深情难了,国语,辛晓琪,辛晓琪,,,,女,,,,L,R,4
54790L6,丝丝小雨,国语,邓丽君,邓丽君,,,,女,,,,L,R,1
54874,谁来爱我,国语,邓丽君,邓丽君,,,,女,,,,L,R,1
60888,朋友首日封,国语,光良,光良,,,,男,,,,L,R,1
55363Y,思念是一种病,国语,齐秦,齐秦,,,,男,,,,0,R,1
55541Y,牵挂你的人是我,国语,高林生,高林生,,,,男,,,,L,R,1
30513,大哥,粤语,卫兰,卫兰,,,,女,,,,L,R,2
55701Y,你究竟有几个好妹妹,国语,孟庭苇,孟庭苇,,,,女,,,,L,R,1
55710Y,你的样子,国语,林志炫,林志炫,,,,男,,,,L,R,1
60939A7,奈何,国语,邓丽君,邓丽君,,,,女,,,,L,R,3
55888Y,且行且珍惜,国语,张信哲,张信哲,,,,男,,,,L,R,1
55972,娘心,国语,邓丽君,邓丽君,,,,女,,,,L,R,1
55975Y,山茶花,国语,邓丽君,邓丽君,,,,女,,,,L,R,1
56026,祈祷,国语,王杰^王韵蝉,王杰,王韵蝉,,,男,女,,,L,R,1
60993,二十岁的眼泪,国语,陈升,陈升,,,,男,,,,L,R,
56462,萍水相逢,国语,周华健^陈淑桦,周华健,陈淑桦,,,男,女,,,L,R,1
56657F2,扑火,国语,王菲,王菲,,,,女,,,,L,R,1
56714,去者,国语,刘欢,刘欢,,,,男,,,,L,R,5
853505T7,年度之歌,粤语,谢安琪,谢安琪,,,,女,,,,L,R,3
Ma843486,好心好报,粤语,方力申,方力申,,,,男,,,,L,R,
57083,你的选择,国语,易欣,易欣,,,,男,,,,L,R,9
57095,谁动了我的琴弦,国语,周笔畅,周笔畅,,,,女,,,,L,R,1
57285,如果我没有爱过,国语,谭维维,谭维维,,,,女,,,,L,R,1
57289,你一定要幸福,国语,何洁,何洁,,,,女,,,,L,R,1
57329,你的背包,国语,莫艳琳,莫艳琳,,,,女,,,,L,R,1
57388,年轻的战场,国语,钟凯^郭帅^毛方圆,钟凯,郭帅,毛方圆,,男,,,,L,R,1
57520,天使的翅膀,国语,安琥,安琥,,,,男,,,,L,R,1
57576D6,你知道我在等你吗,国语,迪克牛仔,迪克牛仔,,,,男,,,,L,R,1
61087Y2,夜上海,国语,静婷,静婷,,,,,,,,L,R,
61091Y,心痛,国语,陈洁仪,陈洁仪,,,,女,,,,L,R,1
57579D6,如果你是爱上我的沧桑,国语,迪克牛仔,迪克牛仔,,,,男,,,,L,R,3
24571Y,全日爱,粤语,黎明,黎明,,,,男,,,,L,R,1
57691B,怕你为自己流泪,国语,黑豹,黑豹,,,,合,,,,L,R,3
Ma850025,合久必婚,粤语,李克勤,李克勤,,,,男,,,,1,2,
Ma848535,黑暗中漫舞,粤语,陈奕迅,陈奕迅,,,,男,,,,1,2,
24597,如何掉眼泪,粤语,郑秀文,郑秀文,,,,女,,,,L,R,1
57795G,生日快乐,国语,江美琪,江美琪,,,,女,,,,L,R,1
21232,偏爱,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,3
19935S1,其实我介意,粤语,小雪^汉阳,小雪,汉阳,,,女,男,,,2,1,1
58134E,晴朗,国语,许巍,许巍,,,,男,,,,L,R,1
58556Y1,说你爱我,国语,SHE,SHE,,,,合,,,,L,R,1
61165Y7,如果那天你说爱我,国语,蔡依林,蔡依林,,,,女,,,,L,R,3
58799B,你叫什么名字,国语,李慧珍^张靓颖,李慧珍,张靓颖,,,女,女,,,L,R,1
59068B1,穷浪漫,国语,杨坤,杨坤,,,,男,,,,L,R,1
59530D7,披着羊皮的狼,国语,郑源,郑源,,,,男,,,,L,R,3
59663B1,你的承诺,国语,海鸣威,海鸣威,,,,男,,,,L,R,1
59753B1,斯琴高丽的伤心,国语,斯琴高丽,斯琴高丽,,,,女,,,,L,R,1
60055Y,是否,国语,苏芮,苏芮,,,,女,,,,L,R,1
60078Y,祈祷,国语,翁倩玉,翁倩玉,,,,女,,,,L,R,1
60157Y,榕树下,国语,余天,余天,,,,男,,,,L,R,1
60173Y,水中花,国语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
60283Y,请跟我来,国语,虞戡平^苏芮,虞戡平,苏芮,,,男,女,,,L,R,1
61229Y1,麻辣男人,国语,迪克牛仔,迪克牛仔,,,,男,,,,L,R,1
20160,北极光,粤语,莫文蔚,莫文蔚,,,,女,,,,L,R,1
60467Y,亲爱的小孩,国语,苏芮,苏芮,,,,女,,,,0,R,1
61237A1,原乡人,国语,邓丽君,邓丽君,,,,女,,,,L,R,1
60493Y,坦白,国语,袁惟仁,袁惟仁,,,,男,,,,L,R,1
60495Y1,双刀,国语,周杰伦,周杰伦,,,,男,,,,L,R,1
60498Y,情人的关怀,国语,邓丽君,邓丽君,,,,女,,,,L,R,1
60534Y,三月里的小雨,国语,刘文正,刘文正,,,,男,,,,L,R,1
60614Y,你是我胸口永远的痛,国语,王杰^叶欢,王杰,叶欢,,,男,男,,,L,R,1
61285,永远永远,国语,李翊君,李翊君,,,,女,,,,L,R,
60695Y,是否我真的一无所有,国语,王杰,王杰,,,,男,,,,L,R,1
20185Y,SHALL WE TALK,粤语,陈奕迅,陈奕迅,,,,男,,,,L,R,1
20217,不浪漫罪名,粤语,王杰,王杰,,,,男,,,,L,R,1
C2012110208,泡沫,国语,邓紫棋,邓紫棋,,,,女,,,,2,1,1
60825Y1,双城故事,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,1
Ma849469,红日,粤语,李克勤,李克勤,,,,男,,,,1,2,
Ma813243,红色高跟鞋,国语,蔡健雅,蔡健雅,,,,女,,,,1,2,1
60849Y7,算了吧,国语,伍佰,伍佰,,,,男,,,,L,R,3
60879Y1,天气这么热,国语,张学友,张学友,,,,男,,,,L,R,1
60899,如果你还爱我,国语,光良,光良,,,,男,,,,L,R,1
60933Y,说谎,国语,温兆伦,温兆伦,,,,男,,,,L,R,1
60938Y,你知道我在等你吗,国语,张洪量,张洪量,,,,男,,,,L,R,1
60941Y,千年等一回,国语,高胜美,高胜美,,,,女,,,,L,R,1
61009Y1,是不是这样的夜晚你才会这样的想起我,国语,吴宗宪,吴宗宪,,,,男,,,,L,R,1
61021Y,生日快乐,国语,伍思凯,伍思凯,,,,男,,,,L,R,1
61034Y7,让我一次爱个够,国语,庾澄庆,庾澄庆,,,,男,,,,L,R,3
61063Y,你走你的路,国语,李宗盛^陈淑桦,李宗盛,陈淑桦,,,男,女,,,L,R,1
61077M1,任性,国语,孙燕姿,孙燕姿,,,,女,,,,L,R,1
61106W1,缺口,国语,齐秦,齐秦,,,,男,,,,0,R,1
61116Y,你是我的幸福吗,国语,伊能静,伊能静,,,,女,,,,L,R,1
20269,暗涌,粤语,黄耀明,黄耀明,,,,男,,,,L,R,3
61162Y1,死不了,国语,任贤齐,任贤齐,,,,男,,,,L,R,1
61166M5,排山倒海,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
61179Y,青梅竹马,国语,周治平,周治平,,,,男,,,,L,R,1
61218M1,逃亡,国语,孙燕姿,孙燕姿,,,,女,,,,L,R,1
24526S7,亲密关系,粤语,郑秀文,郑秀文,,,,女,,,,L,R,2
61275,散了吧,国语,林志炫,林志炫,,,,男,,,,L,R,1
61283Y,世界末日,国语,信乐团,信乐团,,,,合,,,,L,R,1
Ma803822,花瓣雨,国语,童安格,童安格,,,,男,,,,1,2,
Ma851023,花花宇宙,粤语,郑秀文,郑秀文,,,,女,,,,1,2,
20392Y,1874,粤语,陈奕迅,陈奕迅,,,,男,,,,L,R,3
Ma814546,花样年华,国语,梁朝伟,梁朝伟,,,,男,,,,1,2,
61628,让每个人都心碎,国语,黄大炜,黄大炜,,,,男,,,,0,R,1
20418,LONELY CHRISTMAS,粤语,陈奕迅,陈奕迅,,,,男,,,,L,R,3
61640,生命中的精灵,国语,李宗盛,李宗盛,,,,男,,,,0,R,1
61650Y,女人的选择,国语,姜育恒,姜育恒,,,,男,,,,L,R,1
Ma814259,怀念战友,国语,刀郎,刀郎,,,,男,,,,1,2,
27093I7,情深说话未曾讲,粤语,卫兰,卫兰,,,,女,,,,L,R,2
24035Y,情与义,粤语,郑伊健,郑伊健,,,,男,,,,L,R,1
24314Y,情义俩心知,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
63313Y,你爱我像谁,国语,张卫健,张卫健,,,,男,,,,L,R,1
Ma806143,灰姑娘,国语,郑钧,郑钧,,,,男,,,,1,2,
24328Y,情凭谁来定错对,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
24377Y,情缘巴士站,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
21305,十指紧扣,粤语,张智霖,张智霖,,,,男,,,,L,R,2
21319,谁可改变,粤语,谭咏麟^张柏芝,谭咏麟,张柏芝,,,男,女,,,L,R,3
Ma814204,回心转意,国语,黑龙,黑龙,,,,男,,,,1,2,
Ma843306,婚纱背后,粤语,徐小凤,徐小凤,,,,女,,,,1,2,
64509,太聪明,国语,陈绮贞,陈绮贞,,,,女,,,,L,R,1
64537Y1,你是最爱,国语,许茹芸,许茹芸,,,,女,,,,0,R,1
Ma810274,活该,国语,信乐团,信乐团,,,,合,,,,1,2,
64540Y,敲敲我的头,国语,彭佳慧,彭佳慧,,,,女,,,,L,R,1
64551,世界末日,国语,S.B.D.W,S.B.D.W,,,,合,,,,L,R,1
22247E,傻女,粤语,卫诗,卫诗,,,,女,,,,L,R,2
22314Y,逝去日子,粤语,BEYOND,BEYOND,,,,合,,,,L,R,3
22325Y,谁伴我闯荡,粤语,BEYOND,BEYOND,,,,合,,,,L,R,3
22373,谁明浪子心,粤语,王杰,王杰,,,,男,,,,L,R,4
64624,疼你的责任,国语,品冠,品冠,,,,男,,,,L,R,1
64654Z7,凝望,国语,江美琪,江美琪,,,,女,,,,L,R,1
22633Y,深深深,粤语,李克勤,李克勤,,,,男,,,,L,R,1
64687Y1,实况转播,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,1
64696Y1,身边,国语,无印良品,无印良品,,,,合,,,,L,R,1
23060Y,千千阙歌,粤语,张国荣,张国荣,,,,男,,,,L,R,3
64715,伤心地铁,国语,无印良品,无印良品,,,,合,,,,L,R,1
64718Y,你好毒,国语,张学友,张学友,,,,男,,,,L,R,1
64724Y1,陪你一起老,国语,品冠,品冠,,,,男,,,,L,R,1
64846Y,认真的女人最美丽,国语,高慧君,高慧君,,,,女,,,,L,R,1
23083Y,片片枫叶情,粤语,张智霖^许秋怡,张智霖,许秋怡,,,男,女,,,L,R,1
64884Y,情瘤感菌,国语,陈小春,陈小春,,,,男,,,,L,R,1
64892Y1,你比以前快乐,国语,吴宗宪,吴宗宪,,,,男,,,,L,R,1
64895Y1,日出,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
64949Y,你是风儿我是沙,国语,周杰^林心如,周杰,林心如,,,男,女,,,L,R,1
64951Y1,你是我最深爱的人,国语,永邦,永邦,,,,男,,,,L,R,1
24601Y,水中花,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
65018Y1,三天三夜,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
65117Z1,秋天别来,国语,侯湘婷,侯湘婷,,,,女,,,,L,R,1
65123,跑远,国语,杜德伟,杜德伟,,,,男,,,,L,R,1
65143,你抽的烟,国语,许美静,许美静,,,,女,,,,L,R,1
65148,你那么爱她,国语,李翊君,李翊君,,,,女,,,,L,R,1
65188Y1,上上签,国语,周华健,周华健,,,,男,,,,L,R,1
24604Y,情已逝,粤语,张学友,张学友,,,,男,,,,L,R,3
65288M7,天空,国语,孙燕姿,孙燕姿,,,,女,,,,L,R,3
65309M1,舍得,国语,郑秀文,郑秀文,,,,女,,,,L,R,1
65346A1,天黑,国语,阿杜,阿杜,,,,男,,,,L,R,1
65394Y1,如果你是李白,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,1
65436Y1,你给我多少时间,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,1
65472Y,肉麻情歌,国语,刘德华,刘德华,,,,男,,,,L,R,1
65523M1,身体健康,国语,张卫健,张卫健,,,,男,,,,L,R,1
65559Y1,你太诚实,国语,SHE,SHE,,,,合,,,,L,R,1
65586M1,神奇,国语,孙燕姿,孙燕姿,,,,女,,,,L,R,1
23152Y,太阳星辰,粤语,张学友,张学友,,,,男,,,,L,R,6
65608,天上人间,国语,费玉清,费玉清,,,,男,,,,L,R,1
65617G2,谁料皇榜中状元,国语,马兰,马兰,,,,女,,,,0,R,6
62468Y,回头太难,国语,张学友,张学友,,,,男,,,,L,R,
65623Y1,天使在唱歌,国语,SHE,SHE,,,,合,,,,L,R,1
23182Y,轻抚你的脸,粤语,张学友,张学友,,,,男,,,,L,R,3
65690Y1,台北寂寞部屋,国语,游鸿明,游鸿明,,,,男,,,,L,R,1
65780Y,傻瓜与野丫头,国语,张宇,张宇,,,,男,,,,L,R,1
23267Y,似水流年,粤语,梅艳芳,梅艳芳,,,,女,,,,L,R,1
65861Y1,神话,国语,5566,5566,,,,合,,,,L,R,1
Ma806093,记事本,国语,周传雄,周传雄,,,,男,,,,1,2,
803477L2,请跟我来,国语,李宗盛^苏芮,李宗盛,苏芮,,,男,女,,,L,R,5
811804L7,你是我一生中最大的骄傲,国语,刘德华,刘德华,,,,男,,,,L,R,3
64662Y1,那个傻瓜爱过你,国语,赵传,赵传,,,,男,,,,L,R,1
55735Y,那里的天空不下雨,国语,黄凯芹^梁雁翎,黄凯芹,梁雁翎,,,男,女,,,L,R,1
50029Y,牧羊曲,国语,郑绪岚,郑绪岚,,,,女,,,,L,R,1
25268Y,长流不息,粤语,张学友^黎瑞恩,张学友,黎瑞恩,,,男,女,,,L,R,1
800973L2,牧羊曲,国语,关牧村,关牧村,,,,女,,,,L,R,11
57974S1,难道爱一个人有错吗,国语,郑源,郑源,,,,男,,,,L,R,1
59780P1,南音,国语,方大同,方大同,,,,男,,,,R,L,1
811354F2,女人们的咖啡,国语,蔡淳佳^金海心,蔡淳佳,金海心,,,女,女,,,L,R,1
20699,爱在深秋,粤语,谭咏麟^李克勤,谭咏麟,李克勤,,,男,男,,,L,R,3
Ma849364,假如让你吻下去,粤语,杨千嬅,杨千嬅,,,,女,,,,1,2,3
811443S1,天路,国语,巴桑,巴桑,,,,女,,,,L,R,1
811569S2,清明雨上,国语,许嵩,许嵩,,,,男,,,,R,L,1
812406S1,倾国倾城,国语,齐秦^陈楚生,齐秦,陈楚生,,,男,男,,,L,R,1
Ma823925,将爱情进行到底,国语,谢雨欣,谢雨欣,,,,女,,,,1,2,
24040Y,一于奉陪,粤语,郑伊健^陈小春,郑伊健,陈小春,,,男,男,,,L,R,4
20709,捕风的汉子,粤语,谭咏麟^李克勤,谭咏麟,李克勤,,,男,男,,,L,R,3
24074,执迷不悔,粤语,郑秀文,郑秀文,,,,女,,,,L,R,3
24184Y,雨季不再来,粤语,黎瑞恩,黎瑞恩,,,,女,,,,L,R,2
24286Y,一生有意义,粤语,罗文^甄妮,罗文,甄妮,,,男,,,,L,R,4
20770Y,沉默是金,粤语,张国荣,张国荣,,,,男,,,,L,R,3
813283A1,萍聚,国语,林俊凯^孙琳,林俊凯,孙琳,,,男,,,,L,R,1
813349A1,求佛,国语,含笑,含笑,,,,男,,,,L,R,1
813370S1,青藏高原,国语,VITAS,VITAS,,,,男,,,,L,R,6
813544S2,你若成风,国语,许嵩^阿布,许嵩,阿布,,,男,男,,,R,L,1
24311Y,雨夜的浪漫,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
24312Y,再见亦是泪,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
813707B1,启程,国语,水木年华,水木年华,,,,合,,,,L,R,1
813754S1,十送红军,国语,龚玥,龚玥,,,,女,,,,L,R,1
813755S1,天路,国语,龚玥,龚玥,,,,女,,,,L,R,1
813827S2,天蓝蓝,国语,凤凰传奇,凤凰传奇,,,,合,,,,L,R,1
813973B7,如果云知道,国语,郁可唯,郁可唯,,,,女,,,,R,L,2
814047B7,绒花,国语,郁可唯,郁可唯,,,,女,,,,R,L,2
814150B1,HAPPY BIRTHDAY,国语,黄鹤翔,黄鹤翔,,,,男,,,,L,R,1
814183B7,亲爱的小孩,国语,刘惜君,刘惜君,,,,女,,,,R,L,2
55416Y,梦开始的地方,国语,童安格,童安格,,,,男,,,,L,R,11
58117E,梦回唐朝,国语,唐朝乐队,唐朝乐队,,,,合,,,,L,R,1
64881Y1,孟婆汤,国语,游鸿明,游鸿明,,,,男,,,,L,R,1
25081D7,爱与痛的边缘,粤语,王菲,王菲,,,,女,,,,L,R,3
804324L2,你好毒,国语,陈小春,陈小春,,,,男,,,,R,L,1
804442L2,他在睡觉前哭泣,国语,李玟,李玟,,,,女,,,,L,R,1
24329,一首歌一个故事,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,2
804791L2,让我们荡起双桨,国语,花儿乐队,花儿乐队,,,,合,,,,L,R,2
804886L7,太想爱你,国语,张信哲,张信哲,,,,男,,,,L,R,3
23448,伤信,粤语,陈奕迅,陈奕迅,,,,男,,,,L,R,1
807583L2,牵手,国语,卓依婷,卓依婷,,,,女,,,,L,R,1
Ma806251,襟裳岬,国语,邓丽君,邓丽君,,,,女,,,,1,2,
23494Y,逝去的诺言,粤语,陈慧娴,陈慧娴,,,,女,,,,L,R,3
62972Y,今天,国语,刘德华,刘德华,,,,男,,,,L,R,
23499Y,人生何处不相逢,粤语,陈慧娴,陈慧娴,,,,女,,,,L,R,4
801448L2,珊瑚颂,国语,陈明,陈明,,,,女,,,,R,L,2
802783L2,亲密爱人,国语,高胜美,高胜美,,,,女,,,,L,R,1
802858L2,踏浪,国语,卓依婷,卓依婷,,,,女,,,,L,R,1
23511,飘,粤语,陈慧娴,陈慧娴,,,,女,,,,L,R,3
802886L2,年轻的朋友来相会,国语,郑绪岚^牟玄甫,郑绪岚,牟玄甫,,,女,,,,L,R,1
802932L2,世上只有妈妈好,国语,佚名,佚名,,,,合,,,,L,R,5
802951L2,十送红军,国语,曹东劲,曹东劲,,,,男,,,,L,R,1
23533Y,千千阙歌,粤语,陈慧娴,陈慧娴,,,,女,,,,L,R,1
802959L2,你潇洒我漂亮,国语,韩宝仪,韩宝仪,,,,女,,,,L,R,9
803165L2,祈祷,国语,卓依婷,卓依婷,,,,女,,,,R,L,1
23632,让生命等候,国语,童安格,童安格,,,,男,,,,L,R,1
42292Y1,两只恋人,国语,曹格,曹格,,,,男,,,,L,R,1
23662Y,伤感的恋人,粤语,黄凯芹,黄凯芹,,,,男,,,,L,R,1
23669,四季歌,粤语,黄耀明,黄耀明,,,,男,,,,L,R,1
25125Y,痴心换情深,粤语,周慧敏,周慧敏,,,,女,,,,L,R,1
25126Y,沧海一声笑,粤语,黄沾,黄沾,,,,男,,,,L,R,3
68907P2,两只老虎,国语,无级生,无级生,,,,男,,,,R,L,9
23724Y,随缘,粤语,温兆伦,温兆伦,,,,男,,,,L,R,1
44531Z1,两难,国语,戴佩妮,戴佩妮,,,,女,,,,L,R,1
25128Y,爱得比你深,粤语,张学友,张学友,,,,男,,,,L,R,1
23758,卿卿我我,粤语,叶玉卿,叶玉卿,,,,女,,,,L,R,1
23836Y,上海滩,粤语,叶丽仪,叶丽仪,,,,女,,,,L,R,2
23839,石头记,粤语,达明一派,达明一派,,,,合,,,,L,R,2
23905Y,情感的禁区,粤语,刘德华,刘德华,,,,男,,,,L,R,4
50622,两个人的世界,国语,杨坤^陈琳,杨坤,陈琳,,,男,女,,,L,R,1
43931Z1,两个人的寂寞,国语,萧亚轩,萧亚轩,,,,女,,,,L,R,1
23914Y,最爱上海滩,粤语,刘德华,刘德华,,,,男,,,,L,R,3
65636Y,你爱我吗,国语,范逸臣,范逸臣,,,,男,,,,L,R,1
57703E,你,国语,屠洪刚,屠洪刚,,,,男,,,,L,R,1
50092,你,国语,范晓萱,范晓萱,,,,女,,,,L,R,3
Ma809929,九妹,国语,黄鹤翔,黄鹤翔,,,,男,,,,1,2,
60624Y,泥娃娃,国语,佚名,佚名,,,,合,,,,L,R,11
25253Y,俾面派对,粤语,BEYOND,BEYOND,,,,合,,,,L,R,3
25194,缠绵游戏,粤语,梁汉文,梁汉文,,,,男,,,,L,R,3
23956Y,他的女人,粤语,刘德华,刘德华,,,,男,,,,L,R,1
66633Z1,呐喊,国语,张韶涵,张韶涵,,,,女,,,,L,R,1
24626,十年,粤语,刘德华,刘德华,,,,男,,,,L,R,1
54308,难以抗拒,国语,周华健^李度,周华健,李度,,,男,女,,,L,R,1
24709Y,前前后后左左右右,粤语,谢霆锋,谢霆锋,,,,男,,,,L,R,4
40857Y1,两个恰恰好,国语,小旺福,小旺福,,,,合,,,,L,R,1
25208Y,暗里着迷,粤语,刘德华,刘德华,,,,男,,,,L,R,1
24736,任何天气,粤语,张柏芝,张柏芝,,,,女,,,,L,R,1
57032,恋着多喜欢,国语,梁静茹,梁静茹,,,,女,,,,0,R,5
53979,恋之风景,国语,林嘉欣,林嘉欣,,,,女,,,,L,R,4
53020,难忘今宵,国语,李谷一,李谷一,,,,女,,,,L,R,11
802969L2,难忘今宵,国语,关牧村,关牧村,,,,女,,,,L,R,1
61197Y,难舍难分,国语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
852194T1,如水,粤语,卫兰,卫兰,,,,女,,,,R,L,1
63326,鸭子,国语,苏慧伦,苏慧伦,,,,女,,,,L,R,
853426T1,沙龙,粤语,陈奕迅,陈奕迅,,,,男,,,,L,R,1
H2013030680,暗号,国语,周杰伦,周杰伦,,,,男,,,,1,2,1
64347Y,半岛铁盒,国语,周杰伦,周杰伦,,,,男,,,,L,R,1
Ma844891,酒红色的心,粤语,谭咏麟,谭咏麟,,,,男,,,,1,2,
64549M1,北极雪,国语,冯德伦^陈慧琳,冯德伦,陈慧琳,,,男,女,,,L,R,1
64621Y1,SOPHIA,国语,齐秦,齐秦,,,,男,,,,L,R,1
64647Y,背叛情歌,国语,动力火车,动力火车,,,,合,,,,L,R,1
64692Y1,CANDY KISSES,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,4
64748Y1,MAKE A WISH,国语,周渝民,周渝民,,,,男,,,,L,R,1
64751Y,搏浪鼓,国语,赵薇,赵薇,,,,女,,,,L,R,1
64802,爱情真伟大,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,1
64805Y1,边界 1999,国语,许美静,许美静,,,,女,,,,L,R,1
64843Y1,别问我爱谁,国语,彭佳慧,彭佳慧,,,,女,,,,L,R,1
64858,爱你爱到死,国语,ASOS,ASOS,,,,合,,,,L,R,1
64868Y,变态少女想人记,国语,ASOS,ASOS,,,,合,,,,L,R,1
64875Y1,HAPPY 2000,国语,黎明,黎明,,,,男,,,,L,R,1
64918,爱的路上只有我和你,国语,任贤齐,任贤齐,,,,男,,,,L,R,1
64932Y1,别在伤口洒盐,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
64966Y1,不在乎他,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
64968Y1,爱什么稀罕,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
65000Y1,不留,国语,王菲,王菲,,,,女,,,,L,R,1
63625Y,BAD BOY,国语,张惠妹,张惠妹,,,,女,,,,L,R,
41165Y1,力量,国语,罗志祥,罗志祥,,,,男,,,,L,R,1
42695Y1,岚,国语,TANK,TANK,,,,男,,,,L,R,1
802761L2,兰花草,国语,卓依婷,卓依婷,,,,女,,,,L,R,1
52983,兰花草,国语,叶倩文,叶倩文,,,,女,,,,L,R,3
800296L2,兰花草,国语,刘文正,刘文正,,,,男,,,,R,L,1
41826Y1,来电,国语,潘玮柏,潘玮柏,,,,男,,,,L,R,1
Ma845000,旧日的足迹,粤语,BEYOND,BEYOND,,,,合,,,,1,2,
50347Y,来吧,国语,韩红,韩红,,,,女,,,,L,R,11
41040Y1,理想情人,国语,杨丞琳,杨丞琳,,,,女,,,,L,R,1
42119Z1,礼物,国语,许巍,许巍,,,,男,,,,L,R,1
Ma810027,空城,国语,杨坤,杨坤,,,,男,,,,1,2,
42342Z1,礼物,国语,黄立行,黄立行,,,,男,,,,L,R,1
50376Y,篱笆墙的影子,国语,刘欢,刘欢,,,,男,,,,L,R,4
42398B1,梨花香,国语,李宇春,李宇春,,,,女,,,,L,R,1
50478Y,冷酷到底,国语,羽泉,羽泉,,,,合,,,,L,R,11
23451D7,天下无双,粤语,陈奕迅,陈奕迅,,,,男,,,,L,R,3
53007,浪花一朵朵,国语,任贤齐,任贤齐,,,,男,,,,L,R,3
64794Y5,浪花一朵朵,国语,阿牛^任贤齐^光良,阿牛,光良,任贤齐,,男,男,男,,L,R,1
23527T7,跳舞街,粤语,陈慧娴,陈慧娴,,,,女,,,,L,R,3
53588,狼爱上羊,国语,汤潮,汤潮,,,,男,,,,L,R,1
43751Y1,累格,国语,戴爱玲,戴爱玲,,,,女,,,,L,R,1
66606Y1,泪桥,国语,伍佰,伍佰,,,,男,,,,L,R,1
813570S5,泪了,国语,曾沛慈,曾沛慈,,,,女,,,,L,R,1
62146W7,蓝雨,国语,张学友,张学友,,,,男,,,,0,R,3
58837D1,蓝眼睛,国语,张韶涵^苏打绿,张韶涵,苏打绿,,,女,合,,,L,R,1
43959Z7,蓝眼睛,国语,苏打绿,苏打绿,,,,合,,,,L,R,3
64439Y,蓝天,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
800967L2,康定情歌,国语,卓依婷,卓依婷,,,,女,,,,L,R,1
803483L2,康定情歌,国语,郁钧剑,郁钧剑,,,,男,,,,L,R,5
58459D,康定情歌,国语,蒲巴甲,蒲巴甲,,,,男,,,,L,R,1
813193A2,康定情歌,国语,含笑^馨梓,含笑,馨梓,,,男,女,,,L,R,6
51031,康定情歌,国语,常宽,常宽,,,,男,,,,L,R,1
66812Y1,蓝天,国语,黄义达,黄义达,,,,男,,,,L,R,1
65004Y1,不可能错过你,国语,王力宏,王力宏,,,,男,,,,L,R,1
65028Y1,JULIA,国语,王力宏,王力宏,,,,男,,,,L,R,1
65034Y1,不做你的爱人,国语,张信哲,张信哲,,,,男,,,,L,R,1
65191Y1,爱是怎么一回事,国语,SWEETY,SWEETY,,,,合,,,,L,R,1
65304Z1,MAGIC,国语,戴爱玲,戴爱玲,,,,女,,,,L,R,1
65305Z1,AND I KNOW,国语,萧亚轩^顺子,萧亚轩,顺子,,,女,女,,,L,R,1
65345Z1,插曲,国语,萧亚轩,萧亚轩,,,,女,,,,L,R,1
27120P1,我真的受伤了,国语,王菀之,王菀之,,,,女,,,,R,L,1
65406Y1,爱我,国语,游鸿明,游鸿明,,,,男,,,,L,R,1
65438M1,爱从零开始,国语,孙燕姿,孙燕姿,,,,女,,,,L,R,1
65439Y,I BELIEVE,国语,范逸臣,范逸臣,,,,男,,,,L,R,4
65526M1,YES OR NO,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
65570Y1,0932,国语,陈小春,陈小春,,,,男,,,,L,R,1
65762Y1,边走边爱,国语,谢霆锋,谢霆锋,,,,男,,,,L,R,1
65777Y1,爱的钢琴手,国语,伍思凯,伍思凯,,,,男,,,,L,R,1
65812M1,爱一直闪亮,国语,罗美玲,罗美玲,,,,女,,,,L,R,1
65844Y1,壁虎漫步,国语,潘玮柏,潘玮柏,,,,男,,,,L,R,1
65872Y,爱要坦荡荡,国语,萧潇,萧潇,,,,女,,,,L,R,1
65888Y1,HONEY MONEY,国语,SAYA,SAYA,,,,女,,,,L,R,1
65937Y1,MY WAY,国语,张敬轩,张敬轩,,,,男,,,,L,R,1
